ImageId,Label
771,4
772,1
773,0
774,2
775,4
776,3
777,3
778,2
779,0
780,9
781,2
782,3
783,5
784,9
785,6
786,4
787,2
788,8
789,7
790,9
791,3
792,3
793,4
794,5
795,5
796,0
797,3
798,2
799,2
800,0
801,0
802,4
803,4
804,8
805,2
806,2
807,1
808,2
809,2
810,5
811,2
812,6
813,6
814,5
815,8
816,9
817,2
818,2
819,3
820,9
821,7
822,6
823,4
824,0
825,2
826,7
827,1
828,5
829,7
830,7
831,5
832,4
833,0
834,4
835,2
836,1
837,0
838,4
839,8
840,4
841,3
842,0
843,3
844,5
845,9
846,1
847,8
848,4
849,2
850,2
851,8
852,6
853,3
854,7
855,4
856,0
857,9
858,2
859,4
860,9
861,2
862,0
863,3
864,8
865,4
866,9
867,6
868,4
869,4
870,3
871,9
872,8
873,9
874,4
875,6
876,0
877,0
878,9
879,0
880,5
881,6
882,3
883,5
884,9
885,6
886,7
887,3
888,8
889,2
890,0
891,2
892,8
893,4
894,3
895,3
896,2
897,2
898,4
899,0
900,6
901,7
902,5
903,2
904,8
905,3
906,8
907,4
908,9
909,2
910,8
911,2
912,5
913,3
914,7
915,9
916,3
917,0
918,4
919,4
920,2
921,4
922,7
923,8
924,8
925,3
926,3
927,8
928,3
929,4
930,4
931,8
932,0
933,3
934,4
935,6
936,2
937,0
938,2
939,4
940,3
941,5
942,8
943,0
944,1
945,2
946,5
947,5
948,2
949,4
950,9
951,8
952,5
953,5
954,4
955,7
956,3
957,4
958,5
959,8
960,3
961,2
962,3
963,0
964,1
965,4
966,4
967,2
968,6
969,9
970,6
971,7
972,5
973,8
974,0
975,0
976,6
977,6
978,2
979,3
980,6
981,5
982,2
983,3
984,2
985,8
986,0
987,2
988,9
989,9
990,7
991,2
992,4
993,3
994,7
995,4
996,8
997,7
998,7
999,3
1000,7
1001,2
1002,7
1003,3
1004,0
1005,4
1006,3
1007,1
1008,9
1009,2
1010,9
1011,3
1012,9
1013,0
1014,9
1015,6
1016,5
1017,4
1018,3
1019,3
1020,5
1021,2
1022,2
1023,3
1024,9
1025,0
1026,7
1027,2
1028,2
1029,0
1030,2
1031,0
1032,9
1033,8
1034,3
1035,9
1036,2
1037,4
1038,5
1039,7
1040,0
1041,1
1042,7
1043,2
1044,7
1045,7
1046,3
1047,8
1048,3
1049,7
1050,9
1051,9
1052,9
1053,4
1054,2
1055,0
1056,0
1057,4
1058,0
1059,5
1060,5
1061,1
1062,3
1063,1
1064,2
1065,2
1066,3
1067,7
1068,4
1069,2
1070,9
1071,4
1072,2
1073,1
1074,2
1075,5
1076,4
1077,0
1078,3
1079,3
1080,2
1081,1
1082,7
1083,7
1084,6
1085,0
1086,3
1087,5
1088,4
1089,0
1090,4
1091,4
1092,2
1093,0
1094,5
1095,9
1096,5
1097,4
1098,2
1099,7
1100,8
1101,9
1102,3
1103,9
1104,8
1105,3
1106,7
1107,0
1108,3
1109,8
1110,5
1111,9
1112,8
1113,4
1114,7
1115,4
1116,5
1117,9
1118,9
1119,0
1120,8
1121,5
1122,5
1123,0
1124,8
1125,4
1126,3
1127,3
1128,4
1129,7
1130,0
1131,4
1132,6
1133,2
1134,9
1135,3
1136,3
1137,6
1138,0
1139,3
1140,7
1141,4
1142,4
1143,4
1144,9
1145,4
1146,0
1147,4
1148,9
1149,7
1150,2
1151,1
1152,5
1153,8
1154,3
1155,8
1156,2
1157,0
1158,2
1159,8
1160,2
1161,0
1162,5
1163,0
1164,3
1165,8
1166,3
1167,9
1168,8
1169,3
1170,4
1171,8
1172,2
1173,4
1174,2
1175,8
1176,6
1177,6
1178,9
1179,4
1180,4
1181,6
1182,1
1183,3
1184,4
1185,5
1186,4
1187,2
1188,7
1189,2
1190,2
1191,9
1192,4
1193,4
1194,6
1195,2
1196,4
1197,3
1198,2
1199,8
1200,4
1201,2
1202,4
1203,2
1204,0
1205,2
1206,2
1207,2
1208,5
1209,3
1210,3
1211,5
1212,2
1213,2
1214,4
1215,8
1216,9
1217,2
1218,2
1219,8
1220,1
1221,0
1222,4
1223,8
1224,4
1225,2
1226,3
1227,2
1228,3
1229,8
1230,3
1231,9
1232,0
1233,3
1234,3
1235,4
1236,3
1237,5
1238,2
1239,3
1240,3
1241,0
1242,3
1243,2
1244,8
1245,5
1246,7
1247,5
1248,4
1249,4
1250,3
1251,7
1252,7
1253,3
1254,2
1255,9
1256,2
1257,3
1258,5
1259,2
1260,0
1261,5
1262,2
1263,3
1264,3
1265,2
1266,3
1267,5
1268,9
1269,0
1270,0
1271,4
1272,7
1273,5
1274,3
1275,3
1276,0
1277,7
1278,0
1279,9
1280,7
1281,5
1282,6
1283,7
1284,0
1285,0
1286,7
1287,6
1288,4
1289,0
1290,5
1291,8
1292,3
1293,8
1294,4
1295,3
1296,6
1297,8
1298,4
1299,8
1300,3
1301,3
1302,7
1303,7
1304,5
1305,9
1306,2
1307,4
1308,4
1309,3
1310,5
1311,8
1312,8
1313,2
1314,2
1315,2
1316,9
1317,3
1318,6
1319,6
1320,2
1321,4
1322,3
1323,0
1324,4
1325,4
1326,2
1327,3
1328,8
1329,0
1330,4
1331,5
1332,4
1333,0
1334,3
1335,0
1336,4
1337,8
1338,4
1339,9
1340,4
1341,2
1342,0
1343,2
1344,9
1345,6
1346,0
1347,8
1348,4
1349,3
1350,4
1351,7
1352,3
1353,5
1354,4
1355,8
1356,3
1357,6
1358,0
1359,2
1360,2
1361,4
1362,6
1363,6
1364,4
1365,2
1366,3
1367,2
1368,4
1369,7
1370,8
1371,5
1372,3
1373,0
1374,0
1375,4
1376,5
1377,7
1378,2
1379,0
1380,3
1381,3
1382,7
1383,3
1384,1
1385,3
1386,2
1387,3
1388,2
1389,2
1390,8
1391,3
1392,4
1393,3
1394,5
1395,8
1396,3
1397,4
1398,0
1399,3
1400,0
1401,4
1402,2
1403,4
1404,6
1405,2
1406,2
1407,6
1408,3
1409,2
1410,3
1411,7
1412,5
1413,5
1414,2
1415,4
1416,6
1417,5
1418,0
1419,5
1420,2
1421,7
1422,2
1423,2
1424,4
1425,4
1426,4
1427,5
1428,6
1429,2
1430,8
1431,8
1432,0
1433,2
1434,5
1435,4
1436,2
1437,5
1438,2
1439,3
1440,8
1441,2
1442,9
1443,0
1444,2
1445,4
1446,1
1447,0
1448,3
1449,4
1450,2
1451,6
1452,5
1453,7
1454,6
1455,0
1456,3
1457,2
1458,0
1459,6
1460,2
1461,2
1462,9
1463,4
1464,9
1465,5
1466,9
1467,0
1468,5
1469,7
1470,0
1471,1
1472,5
1473,3
1474,2
1475,4
1476,4
1477,8
1478,3
1479,4
1480,9
1481,3
1482,7
1483,3
1484,8
1485,7
1486,6
1487,6
1488,2
1489,8
1490,8
1491,9
1492,6
1493,3
1494,8
1495,4
1496,4
1497,9
1498,3
1499,7
1500,4
1501,0
1502,9
1503,8
1504,9
1505,5
1506,7
1507,9
1508,4
1509,5
1510,3
1511,4
1512,3
1513,3
1514,6
1515,2
1516,3
1517,3
1518,8
1519,2
1520,2
1521,8
1522,2
1523,6
1524,0
1525,2
1526,2
1527,4
1528,9
1529,2
1530,5
1531,0
1532,4
1533,0
1534,7
1535,6
1536,5
1537,0
1538,7
1539,7
1540,5
1541,4
1542,9
1543,4
1544,7
1545,2
1546,2
1547,0
1548,3
1549,5
1550,8
1551,8
1552,7
1553,2
1554,9
1555,5
1556,8
1557,2
1558,2
1559,4
1560,4
1561,2
1562,3
1563,3
1564,4
1565,1
1566,0
1567,2
1568,2
1569,7
1570,4
1571,5
1572,5
1573,2
1574,5
1575,2
1576,8
1577,0
1578,2
1579,9
1580,0
1581,4
1582,4
1583,0
1584,3
1585,7
1586,7
1587,8
1588,9
1589,6
1590,4
1591,8
1592,2
1593,8
1594,3
1595,2
1596,7
1597,9
1598,5
1599,2
1600,3
1601,8
1602,5
1603,5
1604,9
1605,7
1606,4
1607,4
1608,7
1609,3
1610,3
1611,8
1612,4
1613,9
1614,4
1615,2
1616,9
1617,3
1618,4
1619,0
1620,6
1621,8
1622,9
1623,5
1624,8
1625,5
1626,2
1627,3
1628,8
1629,6
1630,4
1631,2
1632,2
1633,2
1634,7
1635,0
1636,2
1637,4
1638,4
1639,2
1640,4
1641,2
1642,2
1643,0
1644,0
1645,8
1646,3
1647,4
1648,5
1649,1
1650,5
1651,8
1652,6
1653,4
1654,3
1655,2
1656,4
1657,9
1658,3
1659,6
1660,0
1661,4
1662,4
1663,5
1664,4
1665,6
1666,3
1667,7
1668,3
1669,3
1670,6
1671,4
1672,3
1673,6
1674,2
1675,6
1676,5
1677,7
1678,4
1679,8
1680,4
1681,4
1682,5
1683,4
1684,6
1685,3
1686,0
1687,9
1688,4
1689,6
1690,0
1691,2
1692,8
1693,8
1694,0
1695,0
1696,8
1697,9
1698,8
1699,9
1700,8
1701,8
1702,4
1703,3
1704,5
1705,2
1706,6
1707,3
1708,4
1709,2
1710,8
1711,0
1712,0
1713,3
1714,3
1715,2
1716,6
1717,7
1718,6
1719,3
1720,7
1721,2
1722,0
1723,3
1724,3
1725,8
1726,0
1727,5
1728,3
1729,8
1730,9
1731,8
1732,7
1733,2
1734,3
1735,4
1736,4
1737,6
1738,9
1739,7
1740,3
1741,5
1742,4
1743,3
1744,5
1745,3
1746,0
1747,0
1748,1
1749,9
1750,0
1751,7
1752,8
1753,3
1754,4
1755,6
1756,0
1757,4
1758,7
1759,5
1760,8
1761,8
1762,2
1763,2
1764,2
1765,4
1766,3
1767,2
1768,4
1769,0
1770,6
1771,3
1772,8
1773,0
1774,7
1775,6
1776,8
1777,7
1778,6
1779,8
1780,3
1781,2
1782,0
1783,3
1784,8
1785,3
1786,7
1787,9
1788,4
1789,9
1790,8
1791,7
1792,8
1793,5
1794,2
1795,9
1796,8
1797,9
1798,7
1799,3
1800,7
1801,0
1802,7
1803,6
1804,2
1805,0
1806,5
1807,4
1808,3
1809,6
1810,5
1811,0
1812,9
1813,4
1814,0
1815,2
1816,5
1817,8
1818,9
1819,4
1820,2
1821,7
1822,0
1823,2
1824,3
1825,2
1826,9
1827,4
1828,6
1829,2
1830,3
1831,5
1832,6
1833,4
1834,7
1835,7
1836,7
1837,5
1838,2
1839,3
1840,5
1841,5
1842,3
1843,8
1844,3
1845,9
1846,8
1847,0
1848,2
1849,6
1850,4
1851,7
1852,6
1853,3
1854,5
1855,2
1856,9
1857,1
1858,9
1859,3
1860,9
1861,9
1862,7
1863,5
1864,4
1865,4
1866,0
1867,3
1868,2
1869,0
1870,5
1871,8
1872,7
1873,3
1874,5
1875,0
1876,5
1877,0
1878,4
1879,6
1880,3
1881,3
1882,2
1883,2
1884,3
1885,2
1886,4
1887,4
1888,2
1889,4
1890,3
1891,5
1892,3
1893,0
1894,2
1895,7
1896,0
1897,7
1898,8
1899,3
1900,0
1901,7
1902,0
1903,8
1904,2
1905,2
1906,6
1907,4
1908,0
1909,2
1910,7
1911,9
1912,5
1913,2
1914,0
1915,8
1916,0
1917,0
1918,2
1919,2
1920,5
1921,3
1922,0
1923,5
1924,2
1925,8
1926,4
1927,3
1928,3
1929,5
1930,8
1931,2
1932,3
1933,4
1934,8
1935,0
1936,9
1937,3
1938,3
1939,4
1940,5
1941,5
1942,1
1943,3
1944,8
1945,2
1946,7
1947,8
1948,5
1949,7
1950,5
1951,5
1952,2
1953,0
1954,0
1955,6
1956,4
1957,2
1958,5
1959,0
1960,4
1961,4
1962,3
1963,3
1964,4
1965,3
1966,7
1967,2
1968,4
1969,9
1970,0
1971,3
1972,2
1973,5
1974,4
1975,0
1976,5
1977,2
1978,4
1979,5
1980,2
1981,3
1982,5
1983,3
1984,5
1985,7
1986,1
1987,7
1988,8
1989,2
1990,2
1991,4
1992,5
1993,2
1994,4
1995,9
1996,4
1997,5
1998,9
1999,2
2000,2
2001,3
2002,0
2003,3
2004,0
2005,9
2006,5
2007,1
2008,3
2009,7
2010,4
2011,2
2012,0
2013,3
2014,8
2015,5
2016,1
2017,8
2018,2
2019,0
2020,7
2021,3
2022,2
2023,2
2024,4
2025,3
2026,4
2027,4
2028,9
2029,2
2030,8
2031,2
2032,4
2033,2
2034,5
2035,4
2036,8
2037,6
2038,3
2039,5
2040,3
2041,2
2042,4
2043,3
2044,8
2045,4
2046,2
2047,4
2048,9
2049,8
2050,9
2051,3
2052,8
2053,2
2054,2
2055,5
2056,8
2057,4
2058,4
2059,4
2060,3
2061,5
2062,2
2063,5
2064,5
2065,2
2066,7
2067,2
2068,4
2069,3
2070,5
2071,3
2072,9
2073,5
2074,8
2075,8
2076,2
2077,5
2078,1
2079,9
2080,9
2081,4
2082,5
2083,6
2084,9
2085,4
2086,3
2087,3
2088,5
2089,4
2090,5
2091,4
2092,4
2093,7
2094,2
2095,5
2096,7
2097,4
2098,8
2099,7
2100,8
2101,3
2102,2
2103,5
2104,5
2105,8
2106,4
2107,5
2108,6
2109,0
2110,2
2111,5
2112,3
2113,9
2114,9
2115,3
2116,6
2117,4
2118,8
2119,4
2120,0
2121,4
2122,4
2123,6
2124,9
2125,7
2126,4
2127,4
2128,8
2129,2
2130,3
2131,8
2132,2
2133,3
2134,0
2135,8
2136,2
2137,2
2138,5
2139,9
2140,3
2141,9
2142,2
2143,9
2144,0
2145,4
2146,2
2147,4
2148,0
2149,3
2150,6
2151,4
2152,7
2153,3
2154,2
2155,4
2156,3
2157,9
2158,4
2159,5
2160,2
2161,4
2162,0
2163,0
2164,4
2165,4
2166,5
2167,0
2168,7
2169,4
2170,2
2171,7
2172,9
2173,5
2174,5
2175,3
2176,6
2177,3
2178,2
2179,8
2180,5
2181,3
2182,0
2183,2
2184,8
2185,3
2186,3
2187,7
2188,5
2189,2
2190,2
2191,8
2192,4
2193,8
2194,3
2195,8
2196,4
2197,2
2198,2
2199,4
2200,0
2201,2
2202,4
2203,8
2204,8
2205,4
2206,7
2207,8
2208,0
2209,3
2210,3
2211,8
2212,4
2213,4
2214,7
2215,8
2216,5
2217,4
2218,3
2219,5
2220,9
2221,2
2222,3
2223,5
2224,9
2225,0
2226,0
2227,8
2228,7
2229,7
2230,3
2231,4
2232,3
2233,0
2234,5
2235,2
2236,2
2237,8
2238,2
2239,1
2240,4
2241,2
2242,7
2243,3
2244,3
2245,3
2246,3
2247,9
2248,7
2249,4
2250,2
2251,5
2252,7
2253,8
2254,3
2255,0
2256,8
2257,0
2258,7
2259,3
2260,6
2261,2
2262,3
2263,9
2264,4
2265,2
2266,5
2267,2
2268,6
2269,4
2270,0
2271,9
2272,4
2273,2
2274,2
2275,8
2276,3
2277,6
2278,3
2279,0
2280,2
2281,5
2282,2
2283,3
2284,8
2285,8
2286,3
2287,7
2288,8
2289,8
2290,2
2291,3
2292,4
2293,0
2294,3
2295,2
2296,2
2297,5
2298,9
2299,2
2300,9
2301,5
2302,7
2303,4
2304,5
2305,1
2306,4
2307,4
2308,4
2309,4
2310,3
2311,6
2312,2
2313,2
2314,0
2315,0
2316,8
2317,3
2318,4
2319,9
2320,4
2321,3
2322,9
2323,9
2324,2
2325,4
2326,3
2327,4
2328,4
2329,4
2330,3
2331,4
2332,4
2333,2
2334,6
2335,2
2336,2
2337,2
2338,2
2339,3
2340,2
2341,8
2342,3
2343,7
2344,3
2345,8
2346,8
2347,8
2348,3
2349,7
2350,2
2351,2
2352,2
2353,2
2354,8
2355,0
2356,3
2357,9
2358,4
2359,0
2360,0
2361,3
2362,3
2363,6
2364,7
2365,2
2366,7
2367,3
2368,1
2369,2
2370,3
2371,5
2372,5
2373,3
2374,5
2375,0
2376,9
2377,2
2378,3
2379,3
2380,0
2381,4
2382,8
2383,3
2384,2
2385,8
2386,8
2387,2
2388,2
2389,3
2390,5
2391,7
2392,0
2393,5
2394,8
2395,0
2396,8
2397,7
2398,6
2399,0
2400,2
2401,4
2402,4
2403,0
2404,3
2405,8
2406,0
2407,5
2408,0
2409,3
2410,2
2411,3
2412,7
2413,5
2414,8
2415,2
2416,3
2417,2
2418,7
2419,5
2420,7
2421,2
2422,7
2423,7
2424,2
2425,2
2426,8
2427,6
2428,3
2429,4
2430,2
2431,0
2432,0
2433,6
2434,9
2435,7
2436,2
2437,2
2438,0
2439,4
2440,2
2441,5
2442,2
2443,5
2444,5
2445,9
2446,6
2447,8
2448,5
2449,0
2450,0
2451,6
2452,2
2453,5
2454,2
2455,3
2456,3
2457,0
2458,3
2459,6
2460,0
2461,6
2462,6
2463,2
2464,2
2465,0
2466,6
2467,4
2468,9
2469,2
2470,2
2471,9
2472,7
2473,2
2474,5
2475,2
2476,4
2477,3
2478,7
2479,5
2480,0
2481,5
2482,2
2483,3
2484,0
2485,5
2486,2
2487,0
2488,2
2489,9
2490,0
2491,7
2492,8
2493,5
2494,2
2495,7
2496,3
2497,5
2498,9
2499,8
2500,4
2501,0
2502,2
2503,3
2504,0
2505,3
2506,9
2507,1
2508,0
2509,5
2510,7
2511,4
2512,0
2513,0
2514,8
2515,3
2516,4
2517,9
2518,5
2519,5
2520,9
2521,6
2522,7
2523,3
2524,4
2525,8
2526,4
2527,2
2528,1
2529,5
2530,8
2531,3
2532,4
2533,9
2534,2
2535,9
2536,3
2537,3
2538,3
2539,0
2540,0
2541,9
2542,0
2543,4
2544,4
2545,2
2546,0
2547,8
2548,2
2549,5
2550,4
2551,8
2552,5
2553,3
2554,3
2555,4
2556,2
2557,9
2558,8
2559,2
2560,5
2561,5
2562,3
2563,0
2564,2
2565,5
2566,0
2567,5
2568,2
2569,3
2570,3
2571,3
2572,9
2573,3
2574,4
2575,5
2576,2
2577,2
2578,3
2579,0
2580,8
2581,8
2582,5
2583,4
2584,0
2585,6
2586,6
2587,8
2588,7
2589,9
2590,2
2591,5
2592,4
2593,0
2594,5
2595,6
2596,4
2597,8
2598,2
2599,7
2600,0
2601,2
2602,5
2603,9
2604,8
2605,5
2606,1
2607,2
2608,8
2609,2
2610,2
2611,4
2612,1
2613,4
2614,2
2615,2
2616,8
2617,7
2618,4
2619,4
2620,4
2621,9
2622,7
2623,8
2624,5
2625,0
2626,5
2627,2
2628,3
2629,1
2630,3
2631,3
2632,5
2633,2
2634,3
2635,8
2636,8
2637,9
2638,9
2639,4
2640,0
2641,3
2642,9
2643,6
2644,8
2645,2
2646,6
2647,3
2648,2
2649,8
2650,0
2651,1
2652,4
2653,5
2654,0
2655,6
2656,5
2657,2
2658,7
2659,2
2660,3
2661,2
2662,2
2663,8
2664,8
2665,2
2666,2
2667,2
2668,5
2669,9
2670,4
2671,4
2672,3
2673,8
2674,8
2675,5
2676,2
2677,4
2678,9
2679,8
2680,3
2681,4
2682,8
2683,8
2684,5
2685,2
2686,7
2687,2
2688,4
2689,2
2690,9
2691,2
2692,0
2693,0
2694,2
2695,0
2696,9
2697,3
2698,2
2699,0
2700,5
2701,4
2702,0
2703,8
2704,9
2705,2
2706,3
2707,3
2708,5
2709,2
2710,2
2711,4
2712,4
2713,7
2714,0
2715,3
2716,4
2717,4
2718,3
2719,0
2720,7
2721,0
2722,5
2723,3
2724,3
2725,0
2726,2
2727,5
2728,0
2729,9
2730,3
2731,8
2732,1
2733,3
2734,7
2735,8
2736,2
2737,6
2738,0
2739,0
2740,2
2741,2
2742,3
2743,3
2744,1
2745,0
2746,4
2747,3
2748,4
2749,7
2750,3
2751,9
2752,9
2753,2
2754,3
2755,6
2756,0
2757,3
2758,4
2759,9
2760,2
2761,5
2762,7
2763,0
2764,4
2765,4
2766,4
2767,9
2768,9
2769,0
2770,5
2771,2
2772,2
2773,3
2774,1
2775,6
2776,7
2777,1
2778,8
2779,0
2780,7
2781,4
2782,7
2783,6
2784,6
2785,3
2786,4
2787,0
2788,2
2789,3
2790,6
2791,8
2792,2
2793,7
2794,3
2795,8
2796,9
2797,8
2798,5
2799,3
2800,2
2801,3
2802,3
2803,4
2804,3
2805,7
2806,1
2807,4
2808,4
2809,3
2810,8
2811,9
2812,4
2813,9
2814,2
2815,3
2816,9
2817,4
2818,7
2819,7
2820,2
2821,0
2822,7
2823,0
2824,7
2825,3
2826,3
2827,0
2828,3
2829,7
2830,2
2831,4
2832,2
2833,7
2834,9
2835,8
2836,5
2837,4
2838,9
2839,6
2840,2
2841,8
2842,0
2843,4
2844,8
2845,3
2846,8
2847,0
2848,3
2849,3
2850,3
2851,2
2852,5
2853,0
2854,6
2855,3
2856,5
2857,5
2858,2
2859,7
2860,9
2861,2
2862,6
2863,5
2864,7
2865,5
2866,7
2867,4
2868,0
2869,8
2870,0
2871,3
2872,3
2873,9
2874,8
2875,4
2876,3
2877,8
2878,4
2879,9
2880,8
2881,8
2882,3
2883,0
2884,0
2885,0
2886,3
2887,9
2888,8
2889,2
2890,8
2891,8
2892,0
2893,7
2894,0
2895,2
2896,5
2897,5
2898,0
2899,4
2900,3
2901,6
2902,7
2903,7
2904,9
2905,0
2906,0
2907,2
2908,2
2909,4
2910,0
2911,3
2912,0
2913,3
2914,2
2915,8
2916,4
2917,8
2918,3
2919,8
2920,9
2921,3
2922,3
2923,8
2924,2
2925,5
2926,2
2927,2
2928,9
2929,4
2930,7
2931,0
2932,2
2933,4
2934,0
2935,4
2936,0
2937,4
2938,2
2939,3
2940,9
2941,2
2942,5
2943,1
2944,2
2945,2
2946,3
2947,3
2948,5
2949,6
2950,3
2951,9
2952,5
2953,3
2954,3
2955,0
2956,6
2957,5
2958,7
2959,5
2960,8
2961,7
2962,0
2963,4
2964,0
2965,3
2966,2
2967,2
2968,2
2969,4
2970,9
2971,7
2972,2
2973,5
2974,2
2975,2
2976,7
2977,0
2978,0
2979,3
2980,6
2981,8
2982,0
2983,2
2984,7
2985,6
2986,2
2987,4
2988,2
2989,8
2990,4
2991,4
2992,2
2993,2
2994,9
2995,5
